meal_id,name,category,ingredient,description,veg_nonveg,nutrient,disease,diet,price,user_id
meal_id_431,Aloo Ki Kadhi,aloo,"80 gms potato (diced) 20 gms kuttu ka atta 150 gms yogurt 3 gram methi dana 3 gram jeera 3 gram turmeric 5 gram green chili, chopped 2 gram red chili 5 gram coriander, chopped 3 gram sendha namak 50 ml oil 100 gms samak rice",https://food.ndtv.com/recipe-aloo-ki-kadhi-954601,veg,iron calcium carbohydrates,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,500,84
meal_id_295,Kesar Pista Phirni,pista,"  A few saffron threads 10-12  pistachios (peeled and sliced), blanched 1 litre skimmed milk 3 tbsp coarsely ground rice 3/4 tbsp green cardamom powder 3 tbsp low-calorie sweetener",https://food.ndtv.com/recipe-kesar-pista-phirni-954373,veg,iron calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,450,80
meal_id_432,Low Fat Shrikhand Sundae,milk,200 gms greek yogurt 2 tsp sugar substitute  A pinch of saffron strands 2 gms green cardamom 1/2  Apple 1/2  Kiwi 2  Strawberries 10-12  Grapes 30 gms chia seeds 150 ml milk,https://food.ndtv.com/recipe-low-fat-shrikhand-sundae-954320,veg,iron calcium magnesium vitamin_c vitamin_d potassium copper,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet dash_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,620,74
meal_id_433,Ajwaini Paneer Kofta Curry,paneer,"100 gms cottage cheese 40 gms singhare ka atta (water chestnut flour)  to taste sendha namak 200 gms fresh tomato puree 5 gms ajwain (caraway seed) 20 gms deggi mirch 10 gms coriander, chopped 100 ml oil",https://food.ndtv.com/recipe-ajwaini-paneer-kofta-curry-953568,veg,calcium chromium phosphorus,anemia rickets hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,260,13
meal_id_305,Red Rice Vermicelli Kheer,kheer,"60 gms red rice vermicelli / broken sooji / semolina vermicelli 1 1/2 tbsp butter 1 tbsp almonds, chopped 2 1/2 cup whole milk 1/4 tsp cardamom powder 8-10  saffron strands / thread 3 tbsp sugar",https://food.ndtv.com/recipe-red-rice-vermicelli-kheer-952958,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity kidney_disease pregnancy,low_fat_diet omni_diet dash_diet high_protien_diet vegan_diet ketogenic_diet,250,2
meal_id_316,Apple Rabdi,rabdi,"3 Medium Apples 1 litre Milk 4 tbsp Sugar 1/4 tsp Green cardamoms 8-10  Almonds (blanched), sliced 8-10  Pistachios (blanched), sliced",https://food.ndtv.com/recipe-apple-rabdi-952636,veg,iron calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,670,70
meal_id_317,Baked Namak Para,baked,1 1/2 Cups Whole wheat flour (atta) 1/2 cup Refined flour (maida) 1/2 tsp Baking powder 1/2 cup Ghee  to taste Salt 1/2 tsp Carom seeds (ajwain),https://food.ndtv.com/recipe-baked-namak-para-952635,veg,sodium iodine magnesium carbohydrates chloride copper,diabeties heart_disease hypertension obesity goitre kidney_disease,vegan_diet low_sodium_diet ketogenic_diet high_protien_diet,390,99
meal_id_318,Dates And Nuts Ladoo,ladoo,"20 Large dates (pitted) 1/4 cup mixed nuts (almonds, cashews, walnuts, pistachios, peanuts) 1 tbsp dessicated coconut (optional)",https://food.ndtv.com/recipe-dates-and-nuts-ladoo-952634,veg,carbohydrates vitamin_e chromium copper manganese,anemia diabeties heart_disease hypertension obesity kidney_disease pregnancy,high_fiber_diet low_fat_diet omni_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,685,70
meal_id_320,Gehun Ki Kheer,kheer,150  Broken wheat 50  Ghee 50  Raisin 2  Cardamom powder 50 ml Jaggery 100 gram Cashew nut 500 ml Milk,https://food.ndtv.com/recipe-gehun-ki-kheer-952570,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,240,1
meal_id_434,Kashmiri Halwa,halwa,"1 Cup oats 1/2 cup grain sugar 2 cup milk 4 tsp desi ghee 1 tsp green cardamom powder   Few saffron threads   Few cashew nuts, almonds and raisins",https://food.ndtv.com/recipe-kashmiri-halwa-952516,veg,iron calcium carbohydrates vitamin_d potassium,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,380,57
meal_id_435,Kacche Kele Ki Seekh,kele,200 Gram Raw banana 50 gram Potato 10 gram Makhana 2 nos Green chilly To garnish  Fresh coriander  to taste Sendha namak 50 ml Ghee,https://food.ndtv.com/recipe-kacche-kele-ki-seekh-952176,veg,iron selenium carbohydrates,anemia scurvy diabeties heart_disease obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,610,73
meal_id_436,Sabudane Ki Kheer,kheer,1/2 Cup Sabudana (Sago Pearls) 4 cups Milk 4 tbsp Sugar 1/4 tsp Cardamom powder 1/2 cup Water,https://food.ndtv.com/recipe-sabudane-ki-kheer-952168,veg,calcium vitamin_d potassium,anemia rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,685,45
meal_id_437,Khasta Sabudana Ki Tikki,tikki,"125 gms sabudana 130 gms potato 5 gms green chilli, chopped 3 gms cashews, chopped 3 gms cumin powder 3 gms dry mango powder 2 gms sendha namak 300 ml oil",https://food.ndtv.com/recipe-khasta-sabudana-ki-tikki-952165,veg,iron,anemia scurvy obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,685,92
meal_id_438,Vratwale Aloo,aloo,"  Refined oil 5-6  Potatoes   Rock Salt 1/2 tsp carom seeds 1/2  green chilli, chopped   Tomatoes 1 cup Water   coriander, chopped",https://food.ndtv.com/recipe-vrat-wale-aloo-952129,veg,iron sodium iodine magnesium carbohydrates vitamin_c chloride copper,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,235,92
meal_id_439,Makhana Kheer,kheer,"  Popped lotus seeds 1/2 cup cashew nuts 2 tsp ghee   Rock salt 1/2 tsp cardamom 3 cups milk   Sugar (as per taste)   dry fruits, chopped",https://food.ndtv.com/recipe-makhana-kheer-952128,veg,calcium sodium iodine magnesium carbohydrates vitamin_d vitamin_e chloride potassium chromium copper manganese,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,595,90
meal_id_440,Kuttu Atta Pizza,pizza,"1.5 Cup kuttu atta 1 tsp rock salt 1 tbsp sugar 1 tsp baking powder+milk 1/2 cup mozzarella cheese fresh 2 cups tomato, peeled 3 tsp basil 5 tbsp cottage cheese 2 tbsp olive oil  to taste rock salt 1/2 tsp black pepper (crushed, optional)   oregano (optional0   green chillies (optional)",https://food.ndtv.com/recipe-kuttu-atta-pizza-952118,veg,iron calcium sodium iodine chloride chromium,anemia scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,365,45
meal_id_441,Mooli Thepla With Aloo Bhaji,bhaji,"1/2 Cup Radish leaves 5 tbsp Singhare ka Atta 5 tbsp Samak rice (boiled) 5 tbsp Potato (boiled) 1 cup Green chilli, chopped 1 tsp Ginger, chopped  to taste Rock salt (sendha namak) For frying  Desi ghee <b>For Aloo Bhaji:</b> 1/2 cup Potato (boiled) 5 tbsp Tomato, chopped 1 tsp Green chilli, chopped 1/2 tsp Ginger, chopped 1 tsp Fresh coriander, chopped  to taste Rock salt (sendha namak) 1/2 tsp Red chilli powder 1 tbsp Desi ghee",https://food.ndtv.com/recipe-mooli-thepla-with-aloo-bhaji-952116,veg,iron sodium iodine carbohydrates chloride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,205,79
meal_id_442,Vratwale Dahi Aloo,aloo,"2 Tbsp Ghee 1 tsp Cumin Seeds 1 tsp Black Pepper (crushed) 2-3  Potato (Boiled) 1/2 tsp Sendha Namak 1/2 tsp Ghee 1/2 tsp Cumin Seeds 1  Green Chilly, chopped 1 tsp Ginger 1/2 tsp Peppercorn(crushed) 2 tsp Buckwheat Flour 1 cup Dahi 1 cup Water",https://food.ndtv.com/recipe-vratwale-dahi-aloo-951127,veg,iron magnesium carbohydrates copper,anemia diabeties scurvy heart_disease hypertension obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,300,15
meal_id_443,Til Ladoo (Laddu),ladoo,"1 Cup White sesame seeds (toasted) 1/2 cup Khoya (softened) 1/2 cup Jaggery (crumbled)  A pinch of Saffron stigmas 2 tsp Canola oil 2 tbsp Milk (warm), full cream",https://food.ndtv.com/recipe-til-ladoo-laddu-788751,veg,calcium magnesium vitamin_d potassium copper,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,335,74
meal_id_444,Aloo Ka Halwa,halwa,"  3 large potatoes, boiled   1 Tbsp ghee   1/2 cup sugar   1/2 cup milk   1/2 Tbsp cashews chopped &amp; lightly roasted   1/4 Tbsp almonds flaked or chopped   A pinch of cardamom powder   1/2 Tbsp raisins",https://food.ndtv.com/recipe-aloo-ka-halwa-673827,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,335,53
meal_id_445,Arbi Kofta With Mint Yogurt Dip,dip,"250 Gram Arbi/colocasia roots 3-4 tbsp Water chestnut flour (kuttu ka aata) 1  Green chili 1/2 inch  Ginger, finely chopped 1 tsp Carom seeds As required  Rock salt 2-3 tsp Oil <b>For the dip:</b> Few sprigs  Mint 100 gram Curd 50 gram Cucumber, finely chopped For garnishing  Pomegranate",https://food.ndtv.com/recipe-arbi-kofta-with-mint-yoghurt-dip-673808,veg,iron calcium sodium iodine magnesium chloride copper,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,340,78
meal_id_446,Aloo Ka Parantha (Vrat),(vrat),"  2 cups kootoo ka atta   1 large potato, boiled, peeled and mashed smooth   1 tsp senda namak (rock salt)   Ghee for frying the paranthas   Dry flour for dusting   For the filling:   Mashed potatoes, with senda namak (rock salt) and chilli powder mixed into it, along with lemon juice, hara dhania (coriander leaves) and green chillies if desired.",https://food.ndtv.com/recipe-aloo-ka-parantha-vrat-596564,veg,iron carbohydrates,anemia scurvy diabeties heart_disease obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,545,34
meal_id_447,Puffed Rice Squares,rice,"450 gms puffed rice 150 gms nuts, chopped 175 ml honey 50 gms jaggery, grated 2 tbsp butter   Kewda to flavor 1/4 tsp cardamom powder",https://food.ndtv.com/recipe-puffed-rice-squares-539717,veg,carbohydrates,rickets heart_disease diabeties obesity,ketogenic_diet omni_diet,615,61
meal_id_448,Aloo Ki Tikki,tikki,"  2-3 large potatoes-boiled, peeled, grated   1/2 cup singhare ka atta   1 tsp rock salt   1/4 tsp powdered black pepper   1 tsp green chillies-finely chopped   1 Tbsp green coriander-finely chopped   Ghee for pan frying",https://food.ndtv.com/recipe-aloo-ki-tikki-1-495690,veg,iron sodium iodine carbohydrates chloride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,200,26
meal_id_449,Aloo Ki Khichdi,khichdi,1 Cup Parsai ke chawal 2 tbsp Ghee 1 tsp Cumin seeds 2  Cloves 2  Green cardamoms   Cinnamon (broken to pieces) 1 large Potato (diced small) 2 tsp Rock salt 1/2 tsp Chilli powder 3 cups Water For garnishing  Coriander leaves ,https://food.ndtv.com/recipe-aloo-ki-khichdree-1-495673,veg,iron sodium iodine magnesium carbohydrates chloride copper,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,515,46
meal_id_450,Aloo Bonda,bonda,"  500 gm potatoes-boiled, peeled and cubed   2 Tbsp oil   1 tsp thymol seeds   1 sprig curry leaves   1 tsp rock salt   2 green chillies-chopped fine   2 Tbsp coriander leaves-chopped   1 Tbsp lemon juice   Oil for deep frying   For the batter:   1 cup singhare ka atta   2 tsp rock salt",https://food.ndtv.com/recipe-aloo-bonda-1-484403,veg,iron sodium iodine magnesium carbohydrates chloride copper,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,460,6
meal_id_451,Singhare Atte Ki Barfi,barfi,  1/2 cup singhare ka atta (water chestnut flour)   2 Tbsp ghee   1/2 cup khoya   1/2 cup sugar   1/2 cup water   1/4 tsp green cardamom - powdered,https://food.ndtv.com/recipe-singhare-atte-ki-barfi-484376,veg,iron carbohydrates,anemia scurvy diabeties heart_disease obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,340,41
meal_id_431,Aloo Ki Kadhi,aloo,"1/2 Kg Potatoes (peeled&amp; mashed smooth), boiled 2 tsp Rock salt 1/4 tsp Chilli powder 1/2 cup Singhare ka atta For deep-frying  Oil 1/2 cup Sour yogurt 1 sprig  Curry leaf 1/2 tsp Cumin seeds 2  Whole red chillies 1 tbsp Ginger, chopped 1/2 tsp Coriander powder 4 cups Water For garnishing  Coriander leaves",https://food.ndtv.com/recipe-aloo-ki-kadhi-1-483509,veg,calcium sodium iodine magnesium carbohydrates chloride copper,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,200,8
meal_id_452,Paneer Mazedaar,paneer,"  500 gm paneer-cubed   3 Tbsp singhare ka atta   2 Tbsp melon seeds   2 tsp rock salt   1 tsp chilli powder   2 tsp cumin seeds-roasted, powdered   2 tsp coriander powder   2 Tbsp ghee   1 Tbsp green chillies-chopped   1 Tbsp ginger-chopped   2 Tbsp coriander leaves-chopped   1/4 cup fresh cream",https://food.ndtv.com/recipe-paneer-mazedaar-483503,veg,iron sodium iodine magnesium carbohydrates chloride copper phosphorus,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,350,26
meal_id_453,Jhatpat Paalak,fresh,"  3/4 kg spinach-washed, chopped fine   2 Tbsp ghee   4 cloves   6 peppercorns   1/4 tsp nutmeg-scraped   1 1/2 tsp rock salt   1 tsp sugar   2 Tbsp fresh cream",https://food.ndtv.com/recipe-jhatpat-paalak-483487,veg,sodium iodine carbohydrates chloride,diabeties heart_disease obesity goitre kidney_disease,vegan_diet low_sodium_diet,275,91
meal_id_454,Singhare Atte Ka Halwa,halwa,"1 Cup Singhare ka atta 1 cup Sugar 4 1/2 cups Water 6 tbsp Ghee 1/2 tsp Green cardamoms, powdered 1 tbsp Almonds (shredded), blanched",https://food.ndtv.com/recipe-singhare-atte-ka-halwa-478638,veg,iron carbohydrates,anemia scurvy diabeties heart_disease obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,495,14
meal_id_142,3-Ingredient Butterscotch Ice Cream,ice,2 Cups heavy cream   1 can condensed milk 1/2 cups butterscotch chips,https://food.ndtv.com/recipe-3-ingredient-butterscotch-ice-cream-958029,veg,calcium vitamin_d potassium,anemia eye_disease rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,655,40
meal_id_455,Homemade Snickers Bar,roasted,"1 Cups dates 1.5 tbsp peanut butter   Salt, to taste 1 tsp vanilla essence 1 cup oats 1/4 cup roasted peanuts 150 gram dark chocolate, melted",https://food.ndtv.com/recipe-homemade-snickers-bar-957939,veg,carbohydrates,heart_disease diabeties,high_fiber_diet low_sodium_diet,650,49
meal_id_148,Chiku Ice Cream,ice,10  chikus (sapota/ sapodilla) 1/2 Cup fresh cream 1 Cup sugar 300 Ml milk (full fat) 1/2 Cup milk powder,https://food.ndtv.com/recipe-chiku-ice-cream-957920,veg,calcium vitamin_d potassium,anemia eye_disease rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,590,86
meal_id_456,Rajma Patty Burger,corn,"1  Bread bun 1  boiled potato 1/2  boiled rajma 1/2  peas 1/2  red chilli powder 1/2 tsp Piri Piri powder 1/2 tsp pepper   Salt as per taste 1  onion and tomato, sliced 5  corn flour slurry   Breadcrumbs",https://food.ndtv.com/recipe-rajma-patty-burger-955596,veg,sodium iodine carbohydrates chloride,diabeties heart_disease obesity goitre kidney_disease pregnancy,vegan_diet low_sodium_diet,255,1
meal_id_457,Paneer Thread Rolls,paneer,300 gms paneer 2 tbsp Kashmiri red chilli powder or chilli sauce  to taste salt 1 tbsp ginger-garlic paste  A pinch of chaat masala 1 tbsp tomato ketchup 1/2 tbsp soya sauce  3 tbsp corn flour  1 packet  rice noodles   Desi ghee,https://food.ndtv.com/recipe-paneer-thread-rolls-954549,veg,sodium iodine carbohydrates chloride phosphorus,diabeties heart_disease obesity goitre kidney_disease,vegan_diet low_sodium_diet low_fat_diet,695,9
meal_id_458,Homemade Vegan Pasta,pasta,150 gms flour 150 gms semolina/suji 1/2 tsp salt 3/4 cup water 2 tsp olive oil   Turmeric (optional),https://food.ndtv.com/recipe-homemade-vegan-pasta-954548,veg,sodium iodine chloride,eye_disease heart_disease obesity goitre kidney_disease,high_fiber_diet dash_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,460,48
meal_id_459,Bibim Guksu,honey,"180 gms dried buckwheat noodles (or soba noodles <b>For salad:</b> 2  lettuce leaves, sliced 140 gms red cabbage, sliced 1/2 small cucumber, julienne 1/3 small carrot, julienne 60 gms red radish (optional), julienne   A few snow pea sprouts (optional) 2 tbsp kimchi (cut into thumbnail size) <b>For Biblim sauce:</b> 2 tbsp gochujang (Korean chili paste 2 tbsp rice vinegar 15 ml soy sauce 15 ml honey 15 ml brown sugar 15 ml sesame oil 15 ml sesame seeds (toasted)",https://food.ndtv.com/recipe-bibim-guksu-954520,veg,magnesium carbohydrates copper,heart_disease hypertension diabeties goitre,high_protien_diet,290,38
meal_id_460,Tiranga Pastry,tiranga,1 Kg eggless cake mix 550 ml water 50 ml oil   Few drops of vanilla essence   Few drops of orange bakery colour   Few drops of green bakery colour <b>For butter cream icing:</b> 300 gms white butter 150 gms icing sugar   Few drops of vanilla essence   Few drops of orange bakery colour   Few drops of green bakery colour,https://food.ndtv.com/recipe-tiranga-pastry-954510,veg,iron potassium,anemia scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,345,83
meal_id_461,Phulka Tacos,chilli,"<b>For Kachumber Salad:</b> 1 tbsp onion (diced) 1 tbsp cucumber (diced) 1 tbsp green chilli, chopped 1 tbsp tomato (diced) 1 tbsp fresh coriander  to taste lemon juice 1/2 tsp salt 1/2 tsp black pepper 1/2 tsp chat masala   For Tacos Stuffing: 2 tbsp olive oil 1/2 tsp cumin seeds 1 tbsp onion, chopped 1 tbsp garlic, chopped 2 tbsp tomato, chopped 1 tsp green chilli, chopped 5 tbsp rajma, boiled 2 tbsp soya (crushed)  to taste salt  to taste black pepper 1/2 tsp red chilli powder 1/2 tsp garam masala 1/2 tsp cumin powder 1 tbsp butter, unsalted 1 tbsp french coriander 2-3  Iceberg lettuce leaves 2 tbsp cheddar cheese   For cheese sauce: 3 tbsp cheddar cheese 300 ml fresh cooking cream 2 tbsp cheese 1/2 tsp turmeric powder  to taste salt  to taste white pepper <b>For side (mix all):</b>   Wafers   onion, sliced   White vinegar   Red chilli powder   coriander, chopped",https://food.ndtv.com/recipe-phulka-tacos-954501,veg,iron calcium sodium iodine magnesium chloride chromium copper,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,500,53
meal_id_462,Banana Coconut Idli,idli,"  For banana idli: 1 cup Idli batter 4 tbsp jaggery powder  A pinch of salt  A pinch of cardamom powder 1/2  ripe banana, chopped   For coconut jaggery cream: 1 cup coconut milk 2 tbsp jaggery powder",https://food.ndtv.com/recipe-banana-coconut-idli-954482,veg,calcium sodium iodine selenium vitamin_d chloride potassium,anemia rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet omni_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,425,87
meal_id_463,Double Chocolate Ice Cream,ice,1 can  condensed milk 1/4 cup cocoa powder 1 tsp vanilla extract 2 cups heavy cream 1/2 cup chocolate chips,https://food.ndtv.com/recipe-double-chocolate-ice-cream-954481,veg,calcium magnesium vitamin_d potassium,anemia diabeties eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_carb_diet ketogenic_diet,570,53
meal_id_464,Red Velvet Banana Pudding,pudding,14 oz sweetened condensed milk 1 1/2 cup ice cold water 3.4 ounce packet  instant vanilla pudding mix 8 oz cream cheese (softened and cut into 8 pieces) 3 cups heavy cream   One 9 x 13 inch layer of red velvet cake 4-5  Ripe bananas 1 cup mini chocolate chips,https://food.ndtv.com/recipe-red-velvet-banana-pudding-954479,veg,calcium magnesium selenium carbohydrates vitamin_d potassium chromium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet dash_diet high_protien_diet vegan_diet ketogenic_diet,435,55
meal_id_465,Egg Hakka Noodles,egg,1 packet  noodles 2  Egg 1  Carrot 1  Capsicum 1 medium onion 1 tsp vinegar 1/2 tsp soya sauce 1/2 tsp ketchup 1 tsp chilli sauce  to taste salt   Black pepper powder (as required)  for garnishing spring onions,https://food.ndtv.com/recipe-egg-hakka-noodles-954468,non_veg,iron sodium iodine vitamin_a vitamin_k chloride,anemia diabeties scurvy eye_disease rickets heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,430,86
meal_id_466,Mango And Blueberry Muffins,mango,200 gms maida 60 gms sugar 60 gms brown sugar 15 gms salt 5 gram baking powder 1  Egg 5 ml vegetable oil 20 ml buttermilk 3 ml vanilla essence 225 gms alphonso mango 225 gms blueberries,https://food.ndtv.com/recipe-mango-and-blueberry-muffins-954436,veg,iron sodium iodine vitamin_a vitamin_k chloride,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,360,33
meal_id_467,Oats Mango Smoothie,smoothie,2  Alphonso mango 15 gms oats 110 ml milk 30 gms sugar or honey 160 ml yogurt 5  Almonds,https://food.ndtv.com/recipe-oats-mango-smoothie-954435,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties rickets heart_disease hypertension obesity kidney_disease pregnancy,type_a_diet high_fiber_diet low_fat_diet gluten_free_diet vegan_diet ketogenic_diet,420,55
meal_id_468,Litchi Spinach Smoothie,smoothie,"6  Litchi 2 cups fresh baby spinach 2 scoops  Vanilla ice cream 20 gms jaggery 5 gram almonds, finely chopped",https://food.ndtv.com/recipe-litchi-spinach-smoothie-954434,veg,vitamin_c vitamin_a vitamin_k,anemia scurvy hypertension obesity kidney_disease pregnancy,dash_diet type_a_diet,320,100
meal_id_469,Chocolate Chip Cookies,cookie,2 1/4  all purpose flour 1 tsp baking soda 1/2 tsp salt ½ cup/ 1 stick plus 2 tbsp  unsalted butter at room temperature 3/4 cup granulated sugar 3/4 cup light brown sugar 2  Eggs 3/4 tsp vanilla extract 2 cups semi sweet chocolate chips or high quality chocolate chunks from a bar,https://food.ndtv.com/recipe-chocolate-chip-cookies-954336,veg,iron sodium iodine magnesium protein vitamin_a vitamin_k chloride,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,type_a_diet high_fiber_diet low_fat_diet omni_diet high_protien_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,600,84
meal_id_470,Sable Viennois,vanilla,225 gms butter 90 gms icing sugar 36 gms egg whites 270 gms flour 2 gms salt 2 drops  vanilla essence,https://food.ndtv.com/recipe-sable-viennois-954334,veg,iron sodium iodine vitamin_a vitamin_k chloride,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,220,99
meal_id_464,Red Velvet Banana Pudding,pudding,14 oz.  one can of sweetened condensed milk 1 1/2 cups ice cold water 3.4 package fluid ounce instant vanilla pudding mix 8 oz.  cream cheese (softened and cut into 8 pieces) 3 cups heavy cream   One 9 x 13 inch layer of red velvet cakcake 4-5  Ripe bananas 1 cup mini chocolate chips <b>For red velvet cake:</b> 2 cups sugar 1/4 cup cocoa 3 1/3 cups cake flour 1 1/2 tsp baking soda 1/2 tsp salt 8 oz.  butter (room temp cut into 1 inch pieces) 3  Eggs 1/2 cup milk 3/4 cup sour cream 1 1/2 tsp cider vinegar 1 tbsp vanilla extract 2 tbsp red food coloring <b>For Whipped Vanilla Icing:</b> 6 tbsp All-purpose flour 2 cups milk 2 cups unsalted butter (room temperature) 2 cups sugar 2 tsp vanilla extract,https://food.ndtv.com/recipe-red-velvet-banana-pudding-954174,veg,iron calcium sodium iodine magnesium selenium carbohydrates vitamin_a vitamin_d vitamin_k chloride potassium chromium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet dash_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,250,78
meal_id_471,Beyond The Ozone,butter,"  For vanilla sponge: 195 gms all purpose flour 30 gms cornstarch 1/4 tsp salt 1 tsp baking soda 200 gms granulated sugar 1/2 cup unsalted butter, melted 250 ml thick buttermilk 1 tsp vanilla essence   For mango cream cheese layer: 75 gms mango pulp 300 gms mascarpone cream cheese 125 gms whipping cream 5 gms agar agar flakes (soaked in 1/2 cup water)   For mango pulp: 6  Fresh alphanso mangoes (cut) 100 gms sugar (for 1 kg puree)   For mango filling: 50 gms mango pulp 50 gms mango, chopped   For yellow chocolate spray: 20 gms white chocolate 20 gms cocoa butter 1 gms yellow food colour",https://food.ndtv.com/recipe-beyond-the-ozone-953670,veg,calcium sodium iodine magnesium carbohydrates chloride chromium,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,240,24
